->/wrk2-api/review/compose_nginx->/wrk2-api/review/compose_nginx->ComposeReview_nginx->UploadMovieId_movie-id-service->UploadRating_rating-service,->/wrk2-api/review/compose_nginx->/wrk2-api/review/compose_nginx->ComposeReview_nginx->UploadUniqueId_unique-id-service->UploadUniqueId_compose-review-service->UploadUserReview_user-review-service,->/wrk2-api/review/compose_nginx->/wrk2-api/review/compose_nginx->ComposeReview_nginx,->/wrk2-api/review/compose_nginx->/wrk2-api/review/compose_nginx->ComposeReview_nginx->UploadUserWithUsername_user-service->UploadUserId_compose-review-service->UploadMovieReview_movie-review-service,->/wrk2-api/review/compose_nginx->/wrk2-api/review/compose_nginx->ComposeReview_nginx->UploadText_text-service,->_nginx,->/wrk2-api/review/compose_nginx->/wrk2-api/review/compose_nginx->ComposeReview_nginx->UploadText_text-service->UploadText_compose-review-service->StoreReview_review-storage-service,->/wrk2-api/review/compose_nginx->/wrk2-api/review/compose_nginx->ComposeReview_nginx->UploadText_text-service->UploadText_compose-review-service->UploadMovieReview_movie-review-service,->/wrk2-api/review/compose_nginx->/wrk2-api/review/compose_nginx->ComposeReview_nginx->UploadMovieId_movie-id-service->UploadMovieId_compose-review-service,->/wrk2-api/review/compose_nginx->/wrk2-api/review/compose_nginx->ComposeReview_nginx->UploadMovieId_movie-id-service->UploadRating_rating-service->UploadRating_compose-review-service->StoreReview_review-storage-service,->/wrk2-api/review/compose_nginx->/wrk2-api/review/compose_nginx->ComposeReview_nginx->UploadText_text-service->UploadText_compose-review-service->UploadUserReview_user-review-service,->/wrk2-api/review/compose_nginx->/wrk2-api/review/compose_nginx->ComposeReview_nginx->UploadUniqueId_unique-id-service->UploadUniqueId_compose-review-service,->/wrk2-api/review/compose_nginx->/wrk2-api/review/compose_nginx->ComposeReview_nginx->UploadMovieId_movie-id-service->UploadMovieId_compose-review-service->UploadMovieReview_movie-review-service,->/wrk2-api/review/compose_nginx->/wrk2-api/review/compose_nginx->ComposeReview_nginx->UploadText_text-service->UploadText_compose-review-service,->/wrk2-api/review/compose_nginx->/wrk2-api/review/compose_nginx->ComposeReview_nginx->UploadUniqueId_unique-id-service->UploadUniqueId_compose-review-service->StoreReview_review-storage-service,->/wrk2-api/review/compose_nginx->/wrk2-api/review/compose_nginx->ComposeReview_nginx->UploadUniqueId_unique-id-service->UploadUniqueId_compose-review-service->UploadMovieReview_movie-review-service,->/wrk2-api/review/compose_nginx->/wrk2-api/review/compose_nginx->ComposeReview_nginx->UploadMovieId_movie-id-service,->/wrk2-api/review/compose_nginx->/wrk2-api/review/compose_nginx,->/wrk2-api/review/compose_nginx,->/wrk2-api/review/compose_nginx->/wrk2-api/review/compose_nginx->ComposeReview_nginx->UploadMovieId_movie-id-service->UploadMovieId_compose-review-service->UploadUserReview_user-review-service,->/wrk2-api/review/compose_nginx->/wrk2-api/review/compose_nginx->ComposeReview_nginx->UploadUserWithUsername_user-service->UploadUserId_compose-review-service,->/wrk2-api/review/compose_nginx->/wrk2-api/review/compose_nginx->ComposeReview_nginx->UploadMovieId_movie-id-service->UploadRating_rating-service->UploadRating_compose-review-service,->/wrk2-api/review/compose_nginx->/wrk2-api/review/compose_nginx->ComposeReview_nginx->UploadUserWithUsername_user-service,->/wrk2-api/review/compose_nginx->/wrk2-api/review/compose_nginx->ComposeReview_nginx->UploadUniqueId_unique-id-service,->/wrk2-api/review/compose_nginx->/wrk2-api/review/compose_nginx->ComposeReview_nginx->UploadMovieId_movie-id-service->UploadRating_rating-service->UploadRating_compose-review-service->UploadMovieReview_movie-review-service,->/wrk2-api/review/compose_nginx->/wrk2-api/review/compose_nginx->ComposeReview_nginx->UploadUserWithUsername_user-service->UploadUserId_compose-review-service->UploadUserReview_user-review-service,->/wrk2-api/review/compose_nginx->/wrk2-api/review/compose_nginx->ComposeReview_nginx->UploadMovieId_movie-id-service->UploadRating_rating-service->UploadRating_compose-review-service->UploadUserReview_user-review-service,27
2768,-1,3536,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,87,3934,4053,-1,-1,1546,-1,-1,1520,-1,-1,4708
-1,-1,3609,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3966,4092,-1,1153,-1,98,-1,-1,1127,-1,4503
3541,-1,4558,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83,5016,5121,-1,-1,1557,-1,-1,-1,-1,1538,5638
2717,-1,3943,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,113,4619,4722,-1,-1,1416,-1,-1,-1,-1,1504,5211
2448,-1,3738,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,153,4175,4276,-1,-1,1159,-1,-1,1134,-1,-1,4772
-1,-1,1960,-1,1815,-1,-1,956,-1,-1,-1,-1,-1,968,-1,-1,-1,3075,3160,-1,-1,-1,-1,-1,-1,-1,-1,3304
2643,-1,4617,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,102,5046,5158,-1,-1,1330,-1,-1,-1,-1,1311,5194
3534,-1,795,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,113,5761,5871,-1,-1,2215,95,-1,2199,-1,-1,7250
2529,-1,533,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,99,4893,5041,-1,-1,1256,-1,294,-1,-1,1241,5959
-1,1236,3329,-1,-1,-1,-1,-1,-1,-1,-1,1265,-1,-1,-1,-1,-1,3822,3921,-1,-1,-1,-1,3025,-1,-1,-1,4360
2597,-1,3676,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,192,5166,5267,-1,-1,1190,-1,-1,1166,-1,-1,6588
2466,-1,3415,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,3810,3900,-1,-1,1050,-1,-1,-1,-1,1025,4529
2435,-1,3404,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,108,3781,3890,-1,-1,1306,-1,-1,1349,-1,-1,4570
2140,-1,3006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,132,3417,3546,-1,-1,1013,-1,-1,-1,-1,1004,4169
2378,-1,3649,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,98,4763,4850,-1,-1,1226,-1,-1,-1,-1,1275,5482
3873,-1,4790,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,132,5713,5824,-1,-1,1313,-1,-1,-1,-1,2216,6933
2535,-1,3390,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,88,3768,3981,-1,-1,1121,-1,-1,1086,-1,-1,4750
-1,1066,2858,-1,-1,-1,-1,-1,-1,-1,-1,1089,-1,-1,-1,-1,-1,3579,3681,-1,-1,-1,-1,2563,-1,-1,-1,4374
2720,-1,3738,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,115,4434,4607,-1,-1,1085,-1,-1,1066,-1,-1,5907
2407,-1,3361,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,88,4792,4871,-1,-1,1300,-1,-1,1279,-1,-1,5816
2239,-1,3652,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,140,4050,4160,-1,-1,1183,-1,-1,1156,-1,-1,4541
2559,-1,3411,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,96,4268,4360,-1,-1,1362,-1,-1,-1,-1,1339,4992
3217,-1,4323,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,114,4972,5074,-1,-1,1215,-1,-1,1200,-1,-1,5990
-1,-1,3274,-1,-1,-1,-1,-1,1126,-1,-1,-1,-1,-1,-1,-1,100,4349,4504,1107,-1,-1,-1,-1,-1,-1,-1,5407
5078,-1,6210,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,307,6743,6880,-1,-1,1136,-1,-1,-1,-1,1123,7237
2359,-1,3147,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83,3742,3916,-1,-1,1138,-1,-1,1124,-1,-1,4096
2198,-1,3155,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,3488,3581,-1,-1,1036,-1,-1,1019,-1,-1,4363
2646,-1,3471,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,96,4416,4517,-1,-1,1040,-1,-1,-1,-1,1008,5253
2129,-1,3248,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,85,3611,3721,-1,-1,1235,-1,-1,1214,-1,-1,4557
2712,-1,3689,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,4566,4671,-1,-1,1803,-1,-1,-1,-1,1790,5099
2649,-1,3500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,107,3985,4121,-1,-1,1143,-1,-1,-1,-1,1127,4759
2564,-1,3523,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,153,3902,4008,-1,-1,1379,-1,-1,-1,-1,1363,4281
2079,-1,2892,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,113,3216,3308,-1,-1,1117,-1,-1,1092,-1,-1,4149
-1,-1,3002,-1,-1,-1,-1,-1,-1,-1,-1,1326,-1,-1,-1,1313,-1,3931,4079,-1,-1,-1,-1,2503,-1,-1,-1,4392
2532,-1,3408,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,101,3757,3857,-1,-1,1258,-1,-1,1241,-1,-1,4392
-1,-1,4070,-1,-1,-1,-1,-1,1848,-1,-1,-1,1797,-1,-1,-1,93,4512,4618,-1,-1,-1,-1,-1,-1,-1,-1,5294
2932,-1,3979,-1,-1,-1,-1,-1,-1,253,-1,-1,-1,-1,-1,-1,127,5579,5653,-1,-1,317,-1,-1,-1,-1,1382,6221
-1,-1,3314,-1,-1,-1,-1,-1,1429,-1,-1,-1,1409,-1,-1,-1,89,4064,4174,-1,-1,-1,-1,-1,-1,-1,-1,4994
2518,-1,3601,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,4006,4117,-1,-1,1253,-1,-1,-1,-1,1239,5049
2265,-1,3446,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,158,4334,4437,-1,-1,1161,-1,-1,1132,-1,-1,5172
3235,-1,4298,-1,-1,-1,-1,-1,-1,317,-1,-1,-1,-1,-1,-1,107,5000,5097,-1,-1,375,-1,-1,1126,-1,-1,5712
-1,-1,636,-1,-1,-1,-1,-1,1202,-1,-1,-1,-1,-1,-1,-1,109,4691,4799,1183,-1,-1,-1,396,-1,-1,-1,5478
-1,-1,3571,-1,-1,-1,-1,-1,1337,-1,-1,-1,1322,-1,-1,-1,107,4282,4816,-1,-1,-1,-1,-1,-1,-1,-1,5832
2440,-1,3480,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,127,4344,4426,-1,-1,1160,-1,-1,1134,-1,-1,5506
-1,-1,3405,-1,-1,-1,-1,-1,-1,-1,-1,1199,-1,-1,-1,1179,-1,4809,4904,-1,-1,-1,-1,3186,-1,-1,-1,5849
1998,-1,3007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,88,3619,3718,-1,-1,953,-1,-1,-1,-1,939,3888
-1,-1,2512,-1,2344,-1,-1,-1,-1,-1,948,-1,-1,967,-1,-1,-1,3774,3868,-1,-1,-1,-1,-1,-1,-1,-1,4680
2158,-1,772,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,106,4500,4602,-1,-1,1226,104,-1,1217,-1,-1,5359
2609,-1,3576,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,4663,4772,-1,-1,1152,-1,-1,-1,-1,1129,5510
2248,-1,3506,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,98,3885,3978,-1,-1,1054,-1,-1,1041,-1,-1,4444
2454,-1,3267,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,104,3726,3824,-1,-1,1499,-1,-1,-1,-1,1480,4214
2720,-1,3671,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,144,3992,4081,-1,-1,1116,-1,-1,1094,-1,-1,4379
-1,-1,4514,-1,-1,-1,-1,-1,1749,-1,-1,-1,1726,-1,-1,-1,136,4938,5037,-1,-1,-1,-1,-1,-1,-1,-1,5484
2210,-1,3192,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,119,3623,3725,-1,-1,1209,-1,-1,-1,-1,1188,4122
2806,-1,3795,-1,-1,-1,-1,-1,-1,240,-1,-1,-1,-1,-1,-1,106,4146,4242,-1,-1,280,-1,-1,1257,-1,-1,4983
3016,-1,4304,-1,-1,-1,-1,-1,-1,340,-1,-1,-1,-1,-1,-1,178,4817,4959,-1,-1,404,-1,-1,1118,-1,-1,5015
2437,-1,3440,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,98,3779,3897,-1,-1,1235,-1,-1,1214,-1,-1,4556
2168,-1,3212,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,102,4406,4504,-1,-1,1057,-1,-1,1109,-1,-1,4796
2403,-1,3465,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,3939,4034,-1,-1,1310,-1,-1,-1,-1,1296,4316
2253,-1,3185,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,121,4350,4454,-1,-1,1100,-1,-1,-1,-1,1090,4948
2563,-1,3475,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,152,4745,4853,-1,-1,1148,-1,-1,1141,-1,-1,5544
2326,-1,3112,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,76,3521,3626,-1,-1,1160,-1,-1,1139,-1,-1,4323
2429,-1,3306,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,108,4381,4494,-1,-1,1084,-1,-1,1065,-1,-1,5468
2356,-1,3356,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,95,3716,3805,-1,-1,1077,-1,-1,-1,-1,1054,4331
2142,-1,2982,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,93,4009,4114,-1,-1,1108,-1,-1,-1,-1,1085,4456
2405,-1,3283,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,89,4330,4419,-1,-1,1200,-1,-1,1184,-1,-1,4633
-1,1169,721,-1,-1,-1,-1,-1,-1,-1,-1,1183,-1,-1,-1,-1,-1,3896,3989,-1,-1,-1,93,2335,-1,-1,-1,4934
-1,-1,3956,-1,-1,-1,-1,-1,1448,-1,-1,-1,1426,-1,-1,-1,102,5446,5552,-1,-1,-1,-1,-1,-1,-1,-1,6389
2317,-1,3408,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,104,4456,4554,-1,-1,1285,-1,-1,1270,-1,-1,5589
2948,-1,3902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,87,4320,4439,-1,-1,1390,-1,-1,1377,-1,-1,5339
3511,-1,4531,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,102,5052,5183,-1,-1,2087,-1,-1,-1,-1,2067,6043
2967,-1,4230,-1,-1,-1,-1,-1,-1,226,-1,-1,-1,-1,-1,-1,137,5150,5253,-1,-1,293,-1,-1,1464,-1,-1,5738
2702,-1,3725,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,174,4231,4330,-1,-1,1346,-1,-1,-1,-1,1329,5767
2374,-1,3403,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,91,3860,3987,-1,-1,1237,-1,-1,1213,-1,-1,4224
2374,-1,3419,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,193,3879,3968,-1,-1,1200,-1,-1,1153,-1,-1,5100
2300,-1,3851,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,109,4273,4370,-1,-1,1041,-1,-1,1027,-1,-1,5703
2497,-1,3515,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,95,3970,4072,-1,-1,1456,-1,-1,-1,-1,1433,4596
-1,-1,4062,-1,3861,-1,-1,-1,-1,-1,1779,-1,-1,1794,-1,-1,-1,4608,4707,-1,-1,-1,-1,-1,-1,-1,-1,5303
2010,-1,3005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,104,3517,3623,-1,-1,1074,-1,-1,1040,-1,-1,3816
2598,-1,3419,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,133,3904,4025,-1,-1,1395,-1,-1,1378,-1,-1,4984
-1,-1,3539,-1,-1,-1,-1,-1,1186,-1,-1,-1,-1,-1,-1,-1,115,4282,4369,1170,-1,-1,-1,-1,-1,-1,-1,4738
3042,-1,3995,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,123,4395,4506,-1,-1,1603,-1,-1,-1,-1,1582,5454
2386,-1,3286,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,96,3592,3685,-1,-1,1297,-1,-1,-1,-1,1282,4109
-1,-1,3127,1442,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4010,4097,-1,1461,-1,92,-1,-1,-1,-1,4692
2502,-1,3440,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,123,4383,4485,-1,-1,1181,-1,-1,1161,-1,-1,5079
2884,-1,4090,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111,4483,4584,-1,-1,1051,-1,-1,1032,-1,-1,5144
2749,-1,3597,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83,4366,4460,-1,-1,1615,-1,-1,-1,-1,1596,5014
2491,-1,3835,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,129,4940,5057,-1,-1,1184,-1,-1,1162,-1,-1,5742
2655,-1,3619,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,106,4492,4598,-1,-1,1332,-1,-1,1308,-1,-1,4857
3147,-1,4118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,98,4431,4537,-1,-1,1655,-1,-1,-1,-1,1632,5066
-1,-1,870,-1,3962,-1,-1,1102,-1,-1,-1,-1,-1,1111,-1,-1,-1,6220,6318,-1,-1,-1,94,-1,-1,-1,-1,7516
-1,-1,2737,-1,-1,-1,-1,-1,-1,-1,-1,1082,-1,-1,-1,1070,-1,3632,3724,-1,-1,-1,-1,2415,-1,-1,-1,4878
2497,-1,3539,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,92,4177,4356,-1,-1,1423,-1,-1,-1,-1,1378,5509
2161,-1,3214,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,99,3593,3684,-1,-1,1083,-1,-1,-1,-1,1072,4332
2669,-1,3424,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,88,3870,3983,-1,-1,1528,-1,-1,-1,-1,1511,4904
2192,-1,3300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,213,3719,3839,-1,-1,1093,-1,-1,1079,-1,-1,4875
2125,-1,3056,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,91,3898,3991,-1,-1,1168,-1,-1,-1,-1,1153,4754
2268,-1,3136,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,93,3679,3765,-1,-1,1049,-1,-1,-1,-1,1030,4371
2128,-1,3544,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,552,3991,4075,-1,-1,1064,-1,-1,-1,-1,1051,4308
2217,-1,3176,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,104,3597,3715,-1,-1,1206,-1,-1,1192,-1,-1,4841
2040,-1,3053,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,89,3779,3876,-1,-1,1130,-1,-1,1112,-1,-1,4875
2474,-1,3343,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,99,3747,3855,-1,-1,1153,-1,-1,1135,-1,-1,4297
2029,-1,2974,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,105,3405,3511,-1,-1,994,-1,-1,968,-1,-1,4458
2440,-1,3455,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,99,4397,4501,-1,-1,1144,-1,-1,-1,-1,1122,5121
-1,-1,2826,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3527,3718,-1,1419,-1,124,-1,-1,1399,-1,4248
2236,-1,3403,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,3817,3922,-1,-1,1169,-1,-1,1148,-1,-1,4454
2086,-1,2980,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,3360,3461,-1,-1,1046,-1,-1,1034,-1,-1,4096
2482,-1,3489,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,154,4421,4543,-1,-1,1245,-1,-1,1225,-1,-1,5178
3682,-1,4703,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,5160,5261,-1,-1,1187,-1,-1,1167,-1,-1,6135
2264,-1,7197,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,91,8309,8428,-1,-1,1142,-1,-1,1121,-1,-1,8795
-1,-1,3174,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3486,3590,-1,1232,-1,120,-1,-1,1186,-1,5353
2033,-1,2868,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,141,4429,4536,-1,-1,912,-1,-1,896,-1,-1,4643
2322,-1,3102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83,3595,3693,-1,-1,1240,-1,-1,1211,-1,-1,4413
332,-1,3619,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,5126,5217,-1,-1,1179,-1,-1,1166,-1,-1,5570
2477,-1,3484,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,128,3919,4040,-1,-1,1123,-1,-1,1100,-1,-1,4249
2718,-1,3893,-1,-1,-1,-1,-1,-1,294,-1,-1,-1,-1,-1,-1,96,4869,4958,-1,-1,332,-1,-1,1153,-1,-1,6060
2956,-1,3963,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,101,4415,4518,-1,-1,1427,-1,-1,1413,-1,-1,4968
2427,-1,3376,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,116,3917,4009,-1,-1,1070,-1,-1,1045,-1,-1,4549
2253,-1,3154,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,136,3753,3835,-1,-1,1243,-1,-1,1218,-1,-1,4314
3331,-1,4373,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,106,4722,4833,-1,-1,1176,-1,-1,1156,-1,-1,5952
2758,-1,4200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,109,4820,4922,-1,-1,1206,-1,-1,1184,-1,-1,6010
2328,-1,3373,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,99,3973,4068,-1,-1,1164,-1,-1,-1,-1,1149,5127
2314,-1,3162,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94,3894,4004,-1,-1,1146,-1,-1,1123,-1,-1,5011
2129,-1,3131,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,121,3499,3617,-1,-1,1070,-1,-1,-1,-1,1057,4078
-1,-1,3238,-1,-1,-1,-1,-1,1273,-1,-1,-1,1259,-1,-1,-1,103,3565,3656,-1,-1,-1,-1,-1,-1,-1,-1,4512
2277,-1,3294,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,91,3765,3854,-1,-1,1262,-1,-1,1232,-1,-1,4395
2010,-1,2854,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,82,3187,3279,-1,-1,1064,-1,-1,-1,-1,1042,3987
3349,-1,4224,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,103,4899,5004,-1,-1,1157,-1,-1,1145,-1,-1,5301
2318,-1,866,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,107,5222,5309,-1,-1,1232,144,-1,-1,-1,1211,6469
2578,-1,3805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111,4322,4431,-1,-1,1127,-1,-1,-1,-1,1050,4809
2569,-1,3424,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,122,4327,4419,-1,-1,1078,-1,-1,1059,-1,-1,4953
3056,-1,4104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,105,4528,4622,-1,-1,1481,-1,-1,-1,-1,1453,5256
2325,-1,601,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,92,4455,4547,-1,-1,1415,-1,397,-1,-1,1395,5444
2475,-1,3645,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94,4119,4198,-1,-1,1421,-1,-1,-1,-1,1398,4893
3731,-1,4846,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,104,5227,5344,-1,-1,2080,-1,-1,-1,-1,2064,6055
-1,-1,5845,-1,-1,-1,-1,-1,-1,-1,-1,1364,-1,-1,-1,1377,-1,7059,7293,-1,-1,-1,-1,2549,-1,-1,-1,7920
2625,-1,3619,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,160,3940,4053,-1,-1,1241,-1,-1,-1,-1,1226,4612
-1,-1,3521,-1,-1,-1,-1,-1,1160,-1,-1,-1,1146,-1,-1,-1,208,3870,3983,-1,-1,-1,-1,-1,-1,-1,-1,5230
2650,-1,4061,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,105,4752,4923,-1,-1,1389,-1,-1,-1,-1,1369,5560
2564,-1,533,-1,350,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,101,4999,5083,-1,-1,1236,-1,-1,-1,-1,1217,5941
2482,-1,3286,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72,4011,4174,-1,-1,1293,-1,-1,-1,-1,1312,5142
-1,-1,2927,-1,2747,-1,-1,1266,-1,-1,-1,-1,-1,1295,-1,-1,-1,3827,3932,-1,-1,-1,-1,-1,-1,-1,-1,4894
2271,-1,3106,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77,4059,4165,-1,-1,990,-1,-1,976,-1,-1,4751
3649,-1,4816,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,112,5673,5782,-1,-1,1810,-1,-1,-1,-1,1798,5854
2447,-1,3295,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,108,3722,3831,-1,-1,1069,-1,-1,1057,-1,-1,4421
