,index,->/wrk2-api/review/compose_nginx->/wrk2-api/review/compose_nginx->ComposeReview_nginx->UploadMovieId_movie-id-service->UploadRating_rating-service,->/wrk2-api/review/compose_nginx->/wrk2-api/review/compose_nginx->ComposeReview_nginx->UploadUniqueId_unique-id-service->UploadUniqueId_compose-review-service->UploadUserReview_user-review-service,->/wrk2-api/review/compose_nginx->/wrk2-api/review/compose_nginx->ComposeReview_nginx,->/wrk2-api/review/compose_nginx->/wrk2-api/review/compose_nginx->ComposeReview_nginx->UploadUserWithUsername_user-service->UploadUserId_compose-review-service->UploadMovieReview_movie-review-service,->/wrk2-api/review/compose_nginx->/wrk2-api/review/compose_nginx->ComposeReview_nginx->UploadText_text-service,->_nginx,->/wrk2-api/review/compose_nginx->/wrk2-api/review/compose_nginx->ComposeReview_nginx->UploadText_text-service->UploadText_compose-review-service->StoreReview_review-storage-service,->/wrk2-api/review/compose_nginx->/wrk2-api/review/compose_nginx->ComposeReview_nginx->UploadText_text-service->UploadText_compose-review-service->UploadMovieReview_movie-review-service,->/wrk2-api/review/compose_nginx->/wrk2-api/review/compose_nginx->ComposeReview_nginx->UploadMovieId_movie-id-service->UploadMovieId_compose-review-service,->/wrk2-api/review/compose_nginx->/wrk2-api/review/compose_nginx->ComposeReview_nginx->UploadMovieId_movie-id-service->UploadRating_rating-service->UploadRating_compose-review-service->StoreReview_review-storage-service,->/wrk2-api/review/compose_nginx->/wrk2-api/review/compose_nginx->ComposeReview_nginx->UploadText_text-service->UploadText_compose-review-service->UploadUserReview_user-review-service,->/wrk2-api/review/compose_nginx->/wrk2-api/review/compose_nginx->ComposeReview_nginx->UploadUniqueId_unique-id-service->UploadUniqueId_compose-review-service,->/wrk2-api/review/compose_nginx->/wrk2-api/review/compose_nginx->ComposeReview_nginx->UploadMovieId_movie-id-service->UploadMovieId_compose-review-service->UploadMovieReview_movie-review-service,->/wrk2-api/review/compose_nginx->/wrk2-api/review/compose_nginx->ComposeReview_nginx->UploadText_text-service->UploadText_compose-review-service,->/wrk2-api/review/compose_nginx->/wrk2-api/review/compose_nginx->ComposeReview_nginx->UploadUniqueId_unique-id-service->UploadUniqueId_compose-review-service->StoreReview_review-storage-service,->/wrk2-api/review/compose_nginx->/wrk2-api/review/compose_nginx->ComposeReview_nginx->UploadUniqueId_unique-id-service->UploadUniqueId_compose-review-service->UploadMovieReview_movie-review-service,->/wrk2-api/review/compose_nginx->/wrk2-api/review/compose_nginx->ComposeReview_nginx->UploadMovieId_movie-id-service,->/wrk2-api/review/compose_nginx->/wrk2-api/review/compose_nginx,->/wrk2-api/review/compose_nginx,->/wrk2-api/review/compose_nginx->/wrk2-api/review/compose_nginx->ComposeReview_nginx->UploadMovieId_movie-id-service->UploadMovieId_compose-review-service->UploadUserReview_user-review-service,->/wrk2-api/review/compose_nginx->/wrk2-api/review/compose_nginx->ComposeReview_nginx->UploadUserWithUsername_user-service->UploadUserId_compose-review-service,->/wrk2-api/review/compose_nginx->/wrk2-api/review/compose_nginx->ComposeReview_nginx->UploadMovieId_movie-id-service->UploadRating_rating-service->UploadRating_compose-review-service,->/wrk2-api/review/compose_nginx->/wrk2-api/review/compose_nginx->ComposeReview_nginx->UploadUserWithUsername_user-service,->/wrk2-api/review/compose_nginx->/wrk2-api/review/compose_nginx->ComposeReview_nginx->UploadUniqueId_unique-id-service,->/wrk2-api/review/compose_nginx->/wrk2-api/review/compose_nginx->ComposeReview_nginx->UploadMovieId_movie-id-service->UploadRating_rating-service->UploadRating_compose-review-service->UploadMovieReview_movie-review-service,->/wrk2-api/review/compose_nginx->/wrk2-api/review/compose_nginx->ComposeReview_nginx->UploadUserWithUsername_user-service->UploadUserId_compose-review-service->UploadUserReview_user-review-service,->/wrk2-api/review/compose_nginx->/wrk2-api/review/compose_nginx->ComposeReview_nginx->UploadMovieId_movie-id-service->UploadRating_rating-service->UploadRating_compose-review-service->UploadUserReview_user-review-service,27,label
112,348,2965,-1,3774,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,4273,4380,-1,-1,2103,-1,-1,-1,-1,2088,4878,1
113,699,2924,-1,4202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,86,4781,4871,-1,-1,1160,-1,-1,-1,-1,1138,5615,1
114,126,-1,-1,1960,-1,1815,-1,-1,956,-1,-1,-1,-1,-1,968,-1,-1,-1,3075,3160,-1,-1,-1,-1,-1,-1,-1,-1,3304,1
115,711,2414,-1,3720,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,4221,4319,-1,-1,1148,-1,-1,1100,-1,-1,4894,1
116,493,2964,-1,3889,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,86,5503,5593,-1,-1,1453,-1,-1,-1,-1,1427,5626,1
117,85,2105,-1,3076,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,88,3477,3586,-1,-1,1108,-1,-1,1094,-1,-1,4579,1
118,65,2694,-1,4121,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,363,4471,4565,-1,-1,1241,-1,-1,1215,-1,-1,4681,1
119,418,2733,-1,3853,-1,-1,-1,-1,-1,-1,314,-1,-1,-1,-1,-1,-1,156,4669,4763,-1,-1,354,-1,-1,1077,-1,-1,5233,1
120,887,3095,-1,4235,-1,-1,-1,-1,-1,-1,332,-1,-1,-1,-1,-1,-1,89,4799,4886,-1,-1,373,-1,-1,-1,-1,1329,5178,1
121,414,-1,-1,547,-1,385,-1,-1,-1,-1,-1,-1,1048,-1,-1,-1,1035,-1,3578,3670,-1,-1,-1,-1,2137,-1,-1,-1,4806,1
122,372,-1,-1,3588,1303,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4370,4481,-1,1315,-1,110,-1,-1,-1,-1,5492,1
123,512,2610,-1,3563,-1,-1,-1,-1,-1,-1,264,-1,-1,-1,-1,-1,-1,87,4036,4125,-1,-1,304,-1,-1,1123,-1,-1,4457,1
124,781,2060,-1,2866,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,86,3962,4054,-1,-1,988,-1,-1,973,-1,-1,4476,1
125,473,2274,-1,3291,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,179,3787,3887,-1,-1,1252,-1,-1,1231,-1,-1,4821,1
126,6,-1,-1,3342,-1,3105,-1,-1,1143,-1,-1,-1,-1,-1,1156,-1,-1,-1,3872,3982,-1,-1,-1,-1,-1,-1,-1,-1,5287,1
127,386,2765,-1,3730,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,138,4268,4441,-1,-1,1120,-1,-1,1100,-1,-1,5146,1
128,600,-1,-1,-1,-1,-1,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,294,1
129,242,2328,-1,3373,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,99,3973,4068,-1,-1,1164,-1,-1,-1,-1,1149,5127,1
130,345,2406,-1,3425,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,181,3980,4079,-1,-1,1028,-1,-1,-1,-1,1004,4507,1
131,979,2109,-1,3075,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,93,3451,3547,-1,-1,1062,-1,-1,-1,-1,1044,4258,1
132,274,-1,-1,-1,-1,-1,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,370,1
133,817,2853,-1,3862,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,99,4213,4310,-1,-1,1374,-1,-1,-1,-1,1350,4946,1
134,20,4482,-1,3801,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1161,-1,3901,-1,-1,99,-1,-1,-1,-1,1173,-1,0
135,765,2129,-1,3155,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,114,3849,3954,-1,-1,1120,-1,-1,1112,-1,-1,4815,1
136,335,2270,-1,3283,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111,3645,3736,-1,-1,1080,-1,-1,1059,-1,-1,4623,1
137,309,2848,-1,3958,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,4321,4416,-1,-1,1384,-1,-1,1370,-1,-1,4824,1
138,743,-1,-1,2877,-1,-1,-1,-1,-1,-1,-1,-1,977,-1,-1,-1,965,-1,3563,3684,-1,-1,-1,-1,2248,-1,-1,-1,3917,1
139,579,-1,-1,3116,1304,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3654,3736,-1,1323,-1,110,-1,-1,-1,-1,4524,1
140,88,2038,-1,2899,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,115,3217,3308,-1,-1,1080,-1,-1,-1,-1,1059,3912,1
141,104,2330,-1,3259,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,158,4010,4105,-1,-1,1302,-1,-1,-1,-1,1288,4775,1
142,605,2255,-1,3231,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,104,3537,3627,-1,-1,1247,-1,-1,-1,-1,1219,4393,1
143,53,-1,-1,5454,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,322,102,3164,-1,-1,5000,-1,-1,4878,-1,-1,1081,0
144,84,-1,-1,4628,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4046,3940,1202,-1,-1,-1,-1,-1,-1,-1,2560,3507,0
145,78,-1,-1,1176,-1,-1,-1,-1,-1,5020,-1,-1,-1,-1,-1,-1,-1,4449,1189,-1,4863,-1,-1,-1,-1,-1,-1,-1,5507,0
146,870,2868,-1,3746,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,4199,4301,-1,-1,1332,-1,-1,1310,-1,-1,5143,1
147,974,-1,-1,3299,-1,-1,-1,-1,-1,-1,-1,-1,1167,-1,-1,-1,1156,-1,4625,4730,-1,-1,-1,-1,3068,-1,-1,-1,5098,1
148,194,2374,-1,3403,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,91,3860,3987,-1,-1,1237,-1,-1,1213,-1,-1,4224,1
149,509,452,-1,3636,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,102,4464,4568,-1,-1,1235,-1,-1,1215,-1,-1,5292,1
150,139,2720,-1,3738,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,115,4434,4607,-1,-1,1085,-1,-1,1066,-1,-1,5907,1
151,159,2518,-1,3601,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,4006,4117,-1,-1,1253,-1,-1,-1,-1,1239,5049,1
152,69,4660,-1,2313,-1,4578,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,603,-1,-1,5208,-1,-1,1258,-1,-1,1240,0
153,90,-1,-1,3402,-1,-1,-1,-1,-1,4502,-1,-1,-1,-1,-1,-1,-1,1103,-1,1070,3911,-1,-1,-1,-1,-1,-1,-1,94,0
154,734,2273,-1,3329,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,87,3787,3882,-1,-1,1075,-1,-1,1046,-1,-1,4233,1
155,347,2355,-1,3658,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,113,4070,4181,-1,-1,1263,-1,-1,1239,-1,-1,5011,1
156,301,2191,-1,3259,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,125,3728,3843,-1,-1,1189,-1,-1,1165,-1,-1,4636,1
157,632,2448,-1,3443,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,103,3866,3974,-1,-1,1237,-1,-1,-1,-1,1219,4097,1
158,336,2538,-1,3677,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,81,4217,4295,-1,-1,1132,-1,-1,1116,-1,-1,5060,1
159,708,2150,-1,2972,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,110,3747,3841,-1,-1,1036,-1,-1,1058,-1,-1,4796,1
160,678,2585,-1,3576,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,87,3939,4023,-1,-1,1261,-1,-1,1238,-1,-1,4782,1
161,180,2253,-1,3185,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,121,4350,4454,-1,-1,1100,-1,-1,-1,-1,1090,4948,1
162,582,-1,-1,3204,-1,-1,-1,-1,-1,1142,-1,-1,-1,-1,-1,-1,-1,100,3599,3697,1128,-1,-1,-1,-1,-1,-1,-1,3930,1
163,241,2758,-1,4200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,109,4820,4922,-1,-1,1206,-1,-1,1184,-1,-1,6010,1
164,204,-1,-1,3127,1442,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4010,4097,-1,1461,-1,92,-1,-1,-1,-1,4692,1
165,350,2779,-1,3846,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,110,4649,4739,-1,-1,1271,-1,-1,-1,-1,1259,5143,1
166,11,-1,-1,5098,-1,-1,-1,-1,-1,-1,-1,-1,4625,-1,-1,-1,3068,-1,1156,-1,-1,-1,-1,-1,4730,-1,-1,-1,3299,0
167,516,2555,-1,3663,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,95,4340,4603,-1,-1,1592,-1,-1,-1,-1,1571,4926,1
168,0,-1,-1,1991,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,121,4245,-1,-1,-1,3114,-1,-1,-1,-1,5416,1983,0
169,577,2174,-1,3570,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,136,4141,4243,-1,-1,1091,-1,-1,1077,-1,-1,5125,1
170,45,5018,-1,3881,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,105,3779,-1,-1,-1,-1,-1,-1,1186,-1,-1,3163,0
171,819,2529,-1,3451,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,107,4021,4115,-1,-1,1242,-1,-1,-1,-1,1228,5092,1
172,64,-1,-1,85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4192,4270,1186,-1,-1,-1,-1,-1,-1,-1,1196,4436,0
173,17,2456,-1,3344,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,113,4239,4320,-1,-1,1366,-1,-1,-1,-1,1346,4555,1
174,19,-1,-1,3702,-1,-1,-1,-1,-1,-1,-1,-1,331,-1,-1,287,1072,-1,4371,4461,-1,-1,-1,-1,3425,-1,-1,-1,5093,1
175,472,2770,-1,3611,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,4067,4172,-1,-1,1651,-1,-1,-1,-1,1630,4714,1
176,962,2698,-1,3630,-1,-1,-1,-1,-1,-1,241,-1,-1,-1,-1,-1,-1,126,4017,4114,-1,-1,282,-1,-1,1169,-1,-1,4504,1
177,248,3349,-1,4224,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,103,4899,5004,-1,-1,1157,-1,-1,1145,-1,-1,5301,1
178,993,2095,-1,3248,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,251,4305,4408,-1,-1,1084,-1,-1,1068,-1,-1,4509,1
179,191,3511,-1,4531,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,102,5052,5183,-1,-1,2087,-1,-1,-1,-1,2067,6043,1
180,175,2806,-1,3795,-1,-1,-1,-1,-1,-1,240,-1,-1,-1,-1,-1,-1,106,4146,4242,-1,-1,280,-1,-1,1257,-1,-1,4983,1
181,795,2167,-1,3086,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,112,3487,3612,-1,-1,1182,-1,-1,1161,-1,-1,4349,1
182,537,2177,-1,3057,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,87,3461,3552,-1,-1,1143,-1,-1,-1,-1,1129,4513,1
183,892,-1,-1,785,-1,-1,-1,-1,-1,-1,-1,-1,1352,-1,-1,-1,1330,-1,4622,4787,-1,-1,-1,112,2715,-1,-1,-1,5303,1
184,310,2486,-1,3274,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,93,3647,3740,-1,-1,1205,-1,-1,-1,-1,1184,4528,1
185,370,2173,-1,3148,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,87,3467,3554,-1,-1,1169,-1,-1,1149,-1,-1,4543,1
186,299,-1,-1,797,-1,-1,-1,-1,-1,-1,-1,-1,1347,-1,-1,-1,1332,-1,4268,4479,-1,-1,-1,93,2701,-1,-1,-1,4754,1
187,483,-1,-1,2731,-1,-1,-1,-1,-1,-1,-1,-1,1123,-1,-1,-1,1093,-1,3289,3415,-1,-1,-1,-1,2504,-1,-1,-1,4260,1
188,710,-1,-1,-1,-1,-1,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1142,1
189,207,2749,-1,3597,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83,4366,4460,-1,-1,1615,-1,-1,-1,-1,1596,5014,1
190,236,2718,-1,3893,-1,-1,-1,-1,-1,-1,294,-1,-1,-1,-1,-1,-1,96,4869,4958,-1,-1,332,-1,-1,1153,-1,-1,6060,1
191,930,2665,-1,3727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,154,4146,4247,-1,-1,1333,-1,-1,1321,-1,-1,4882,1
192,941,2639,-1,3863,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,4235,4319,-1,-1,1193,-1,-1,-1,-1,1174,4915,1
193,828,2157,-1,3700,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,81,4074,4180,-1,-1,1114,-1,-1,-1,-1,1099,5145,1
194,502,2575,-1,3738,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,4218,4338,-1,-1,1326,-1,-1,1304,-1,-1,4830,1
195,791,-1,-1,2691,-1,-1,-1,-1,-1,-1,-1,-1,999,-1,-1,-1,977,-1,3839,3930,-1,-1,-1,-1,2279,-1,-1,-1,4191,1
196,82,4010,-1,3536,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,86,1023,3902,-1,-1,1859,-1,-1,-1,-1,-1,-1,0
197,893,2448,-1,3325,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,105,4208,4310,-1,-1,1471,-1,-1,1455,-1,-1,4893,1
198,267,2873,-1,4034,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,119,4383,4478,-1,-1,1272,-1,-1,-1,-1,1259,5633,1
199,650,-1,-1,2642,-1,2441,-1,-1,994,-1,-1,-1,-1,-1,1009,-1,-1,-1,3491,3578,-1,-1,-1,-1,-1,-1,-1,-1,4383,1
200,578,2896,-1,3826,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,112,4473,4561,-1,-1,1139,-1,-1,1125,-1,-1,5492,1
201,59,3249,-1,4517,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,119,4970,5084,-1,-1,1807,-1,-1,1792,-1,-1,5341,1
202,13,2882,-1,3835,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,98,4944,5054,-1,-1,1356,-1,-1,-1,-1,1309,5802,1
203,814,2579,-1,3532,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,106,4123,4229,-1,-1,1490,-1,-1,1552,-1,-1,5052,1
204,786,-1,-1,780,-1,2156,-1,-1,-1,-1,-1,1133,-1,-1,1154,-1,-1,-1,3610,3705,-1,-1,-1,147,-1,-1,-1,-1,4115,1
205,859,2410,-1,3375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,122,3954,4036,-1,-1,1321,-1,-1,-1,-1,1304,4991,1
206,736,2404,-1,3326,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,140,3766,3868,-1,-1,1367,-1,-1,1355,-1,-1,4372,1
207,775,2401,-1,3396,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,87,3713,3900,-1,-1,1306,-1,-1,-1,-1,1286,4269,1
208,195,2374,-1,3419,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,193,3879,3968,-1,-1,1200,-1,-1,1153,-1,-1,5100,1
209,804,-1,-1,567,-1,376,-1,-1,-1,-1,-1,-1,1108,-1,-1,-1,1096,-1,4063,4166,-1,-1,-1,-1,2532,-1,-1,-1,4738,1
210,655,2096,-1,3037,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,101,3409,3525,-1,-1,1012,-1,-1,1000,-1,-1,3990,1
211,91,3156,-1,4228,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200,5045,5140,-1,-1,2082,-1,-1,2065,-1,-1,5909,1
212,393,2410,-1,3537,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,162,4007,4107,-1,-1,1186,-1,-1,-1,-1,1158,4425,1
213,434,2166,-1,3130,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,3477,3653,-1,-1,1083,-1,-1,-1,-1,1060,3805,1
214,651,-1,-1,-1,-1,-1,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1094,1
215,75,2721,-1,3729,-1,-1,-1,-1,-1,-1,359,-1,-1,-1,-1,-1,-1,93,4315,4615,-1,-1,433,-1,-1,1250,-1,-1,4876,1
216,597,2437,-1,3260,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,99,3698,3789,-1,-1,1285,-1,-1,1262,-1,-1,4867,1
217,701,2384,-1,3685,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,4142,4223,-1,-1,1275,-1,-1,-1,-1,1259,4688,1
218,202,3042,-1,3995,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,123,4395,4506,-1,-1,1603,-1,-1,-1,-1,1582,5454,1
219,823,-1,-1,816,-1,-1,-1,-1,-1,-1,-1,-1,1744,-1,-1,-1,1728,-1,4845,4972,-1,-1,-1,90,3140,-1,-1,-1,5281,1
220,561,2991,-1,4178,-1,-1,-1,-1,-1,-1,290,-1,-1,-1,-1,-1,-1,297,5168,5256,-1,-1,329,-1,-1,1043,-1,-1,5302,1
221,419,3181,-1,4112,-1,-1,-1,-1,-1,-1,304,-1,-1,-1,-1,-1,-1,111,4862,4953,-1,-1,345,-1,-1,1484,-1,-1,5990,1
222,244,2129,-1,3131,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,121,3499,3617,-1,-1,1070,-1,-1,-1,-1,1057,4078,1
223,3,2449,-1,3586,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,88,4512,4619,-1,-1,1245,-1,-1,1230,-1,-1,5209,1
224,854,3085,-1,4190,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,4820,4918,-1,-1,1477,-1,-1,-1,-1,1454,5001,1
225,320,2297,-1,3519,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,3896,4000,-1,-1,1199,-1,-1,-1,-1,1176,4061,1
226,783,-1,-1,3831,-1,-1,-1,-1,-1,1173,-1,-1,-1,1149,-1,-1,-1,110,5169,5265,-1,-1,-1,-1,-1,-1,-1,-1,7078,1
227,833,2385,-1,3662,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,81,4763,4853,-1,-1,1289,-1,-1,1275,-1,-1,5784,1
228,62,2889,-1,3940,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,113,4617,4714,-1,-1,1250,-1,-1,-1,-1,1227,5180,1
229,902,2975,-1,3980,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,86,4711,4799,-1,-1,1426,-1,-1,1455,-1,-1,5505,1
230,215,2669,-1,3424,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,88,3870,3983,-1,-1,1528,-1,-1,-1,-1,1511,4904,1
231,673,2186,-1,3145,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,96,3766,3860,-1,-1,1109,-1,-1,1092,-1,-1,4052,1
232,383,2384,-1,3411,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,121,4682,4831,-1,-1,1314,-1,-1,1288,-1,-1,5539,1
233,820,-1,-1,467,1222,301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4273,4435,-1,1249,-1,137,-1,-1,-1,-1,5152,1
234,363,2705,-1,3547,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,104,3938,4053,-1,-1,1325,-1,-1,1301,-1,-1,4348,1
235,403,2070,-1,2974,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,3343,3446,-1,-1,1106,-1,-1,1084,-1,-1,4427,1
236,685,2136,-1,3302,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,109,3771,3881,-1,-1,1084,-1,-1,1065,-1,-1,4657,1
237,2,2448,-1,3732,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,109,4248,4339,-1,-1,1286,-1,-1,1225,-1,-1,4870,1
238,30,226,-1,-1,-1,-1,-1,-1,-1,-1,5150,-1,-1,-1,-1,-1,-1,-1,137,5738,-1,-1,5253,-1,-1,1464,-1,-1,4230,0
239,433,2248,-1,2978,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,3654,3817,-1,-1,1284,-1,-1,-1,-1,1210,4432,1
240,72,-1,-1,624,-1,398,-1,-1,-1,-1,-1,-1,1284,-1,-1,-1,1263,-1,4003,4106,-1,-1,-1,-1,2517,-1,-1,-1,4953,1
241,534,-1,-1,3518,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4213,4311,-1,1370,-1,851,-1,-1,1357,-1,4603,1
242,189,2317,-1,3408,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,104,4456,4554,-1,-1,1285,-1,-1,1270,-1,-1,5589,1
243,111,2657,-1,3819,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,79,4178,4273,-1,-1,1579,-1,-1,-1,-1,1557,5284,1
244,873,2393,-1,3497,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,108,5082,5179,-1,-1,1173,-1,-1,-1,-1,1150,6348,1
245,142,2559,-1,3411,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,96,4268,4360,-1,-1,1362,-1,-1,-1,-1,1339,4992,1
246,74,-1,-1,-1,-1,-1,146,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,995,0
